index,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,p_value,bonferonni_corrected_p_value,phenotype
GO:0034134,"ENSG00000118260,ENSG00000115966,ENSG00000135341","CREB1,ATF2,MAP3K7",biological_process,toll-like receptor 2 signaling pathway,9,3,73,0.0652678085182,27.3472117691,iPSC
GO:0034142,"ENSG00000118260,ENSG00000115966,ENSG00000135341","CREB1,ATF2,MAP3K7",biological_process,toll-like receptor 4 signaling pathway,9,3,85,0.0652678085182,27.3472117691,iPSC
GO:0002224,"ENSG00000118260,ENSG00000115966,ENSG00000135341","CREB1,ATF2,MAP3K7",biological_process,toll-like receptor signaling pathway,9,3,78,0.0652678085182,27.3472117691,iPSC
GO:0051402,"ENSG00000141510,ENSG00000149311,ENSG00000124155","TP53,ATM,PIGT",biological_process,neuron apoptotic process,9,3,29,0.0652678085182,27.3472117691,iPSC
GO:0007005,"ENSG00000136758,ENSG00000178307,ENSG00000198836","YME1L1,TMEM11,OPA1",biological_process,mitochondrion organization,9,3,38,0.0652678085182,27.3472117691,iPSC
GO:0006513,"ENSG00000115392,ENSG00000086758,ENSG00000104343","FANCL,HUWE1,UBE2W",biological_process,protein monoubiquitination,9,3,19,0.0652678085182,27.3472117691,iPSC
GO:0007229,"ENSG00000169398,ENSG00000137845,ENSG00000119185","PTK2,ADAM10,ITGB1BP1",biological_process,integrin-mediated signaling pathway,9,3,76,0.0652678085182,27.3472117691,iPSC
GO:0001836,"ENSG00000141510,ENSG00000168958,ENSG00000006625","TP53,MFF,GGCT",biological_process,release of cytochrome c from mitochondria,9,3,25,0.0652678085182,27.3472117691,iPSC
GO:0001501,"ENSG00000197905,ENSG00000070814,ENSG00000087460","TEAD4,TCOF1,GNAS",biological_process,skeletal system development,9,3,152,0.0652678085182,27.3472117691,iPSC
GO:0008063,"ENSG00000118260,ENSG00000115966,ENSG00000135341","CREB1,ATF2,MAP3K7",biological_process,Toll signaling pathway,9,3,86,0.0652678085182,27.3472117691,iPSC
GO:0042771,"ENSG00000141510,ENSG00000048028,ENSG00000204463","TP53,USP28,BAG6",biological_process,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,9,3,32,0.0652678085182,27.3472117691,iPSC
GO:0018279,"ENSG00000121578,ENSG00000253710,ENSG00000138674,ENSG00000140650,ENSG00000180398,ENSG00000152700,ENSG00000131459,ENSG00000101901,ENSG00000136908","B4GALT4,ALG11,SEC31A,PMM2,MCFD2,SAR1B,GFPT2,ALG13,DPM2",biological_process,protein N-linked glycosylation via asparagine,33,9,94,0.0662767136819,27.7699430327,iPSC
GO:0006418,"ENSG00000065427,ENSG00000090861,ENSG00000110619,ENSG00000172053,ENSG00000137513,ENSG00000140105,ENSG00000138777","KARS,AARS,CARS,QARS,NARS2,WARS,PPA2",biological_process,tRNA aminoacylation for protein translation,25,7,56,0.072247381533,30.2716528623,iPSC
GO:0015949,"ENSG00000168393,ENSG00000048392,ENSG00000143774,ENSG00000198431","DTYMK,RRM2B,GUK1,TXNRD1",biological_process,nucleobase-containing small molecule interconversion,13,4,19,0.0727726724863,30.4917497718,iPSC
GO:0030335,"ENSG00000169398,ENSG00000137845,ENSG00000213066,ENSG00000105879","PTK2,ADAM10,FGFR1OP,CBLL1",biological_process,positive regulation of cell migration,13,4,120,0.0727726724863,30.4917497718,iPSC
GO:0000902,"ENSG00000125686,ENSG00000114346,ENSG00000120694,ENSG00000141380","MED1,ECT2,HSPH1,SS18",biological_process,cell morphogenesis,13,4,99,0.0727726724863,30.4917497718,iPSC
GO:0006633,"ENSG00000012048,ENSG00000052802,ENSG00000123983,ENSG00000145439","BRCA1,MSMO1,ACSL3,CBR4",biological_process,fatty acid biosynthetic process,13,4,59,0.0727726724863,30.4917497718,iPSC
GO:0030521,"ENSG00000125686,ENSG00000033800,ENSG00000138293,ENSG00000012048","MED1,PIAS1,NCOA4,BRCA1",biological_process,androgen receptor signaling pathway,13,4,49,0.0727726724863,30.4917497718,iPSC
GO:0006805,"ENSG00000085871,ENSG00000008394,ENSG00000084207,ENSG00000006625","MGST2,MGST1,GSTP1,GGCT",biological_process,xenobiotic metabolic process,13,4,139,0.0727726724863,30.4917497718,iPSC
GO:0007568,"ENSG00000198408,ENSG00000100823,ENSG00000109107,ENSG00000109861,ENSG00000113161","MGEA5,APEX1,ALDOC,CTSC,HMGCR",biological_process,aging,17,5,101,0.0748817650866,31.3754595713,iPSC
GO:0006260,"ENSG00000113456,ENSG00000151657,ENSG00000092853,ENSG00000097046,ENSG00000136504,ENSG00000065328,ENSG00000132780,ENSG00000248643,ENSG00000006634,ENSG00000012048,ENSG00000049541,ENSG00000093009,ENSG00000183814,ENSG00000125686,ENSG00000005156,ENSG00000132383,ENSG00000153250","RAD1,KIN,CLSPN,CDC7,KAT7,MCM10,NASP,RBM14-RBM4,DBF4,BRCA1,RFC2,CDC45,LIN9,MED1,LIG3,RPA1,RBMS1",biological_process,DNA replication,70,17,164,0.0782968473143,32.8063790247,iPSC
GO:0019221,"ENSG00000113569,ENSG00000033800,ENSG00000133703,ENSG00000136243,ENSG00000163002,ENSG00000075151,ENSG00000156976,ENSG00000138032,ENSG00000197372,ENSG00000068745,ENSG00000094914","NUP155,PIAS1,KRAS,NUPL2,NUP35,EIF4G3,EIF4A2,PPM1B,ZNF675,IP6K2,AAAS",biological_process,cytokine-mediated signaling pathway,43,11,311,0.0816026233278,34.1914991744,iPSC
GO:0043123,"ENSG00000135341,ENSG00000188092,ENSG00000114346,ENSG00000155366,ENSG00000198160,ENSG00000111711,ENSG00000158604","MAP3K7,GPR89B,ECT2,RHOC,MIER1,GOLT1B,TMED4",biological_process,positive regulation of I-kappaB kinase/NF-kappaB cascade,26,7,161,0.0882799667877,36.9893060841,iPSC
GO:0000723,"ENSG00000104320,ENSG00000147601,ENSG00000253729,ENSG00000149311,ENSG00000110958,ENSG00000049541,ENSG00000132383","NBN,TERF1,PRKDC,ATM,PTGES3,RFC2,RPA1",biological_process,telomere maintenance,26,7,66,0.0882799667877,36.9893060841,iPSC
GO:0006631,"ENSG00000196177,ENSG00000052802,ENSG00000119927","ACADSB,MSMO1,GPAM",biological_process,fatty acid metabolic process,10,3,64,0.0934512325472,39.1560664373,iPSC
GO:0007051,"ENSG00000156970,ENSG00000148335,ENSG00000076382","BUB1B,NTMT1,SPAG5",biological_process,spindle organization,10,3,18,0.0934512325472,39.1560664373,iPSC
GO:0016337,"ENSG00000028203,ENSG00000105879,ENSG00000075711","VEZT,CBLL1,DLG1",biological_process,cell-cell adhesion,10,3,106,0.0934512325472,39.1560664373,iPSC
GO:0016049,"ENSG00000168003,ENSG00000198793,ENSG00000103274","SLC3A2,MTOR,NUBP1",biological_process,cell growth,10,3,54,0.0934512325472,39.1560664373,iPSC
GO:0006897,"ENSG00000011405,ENSG00000100266,ENSG00000077254","PIK3C2A,PACSIN2,USP33",biological_process,endocytosis,10,3,125,0.0934512325472,39.1560664373,iPSC
GO:0050852,"ENSG00000135341,ENSG00000149269,ENSG00000154380","MAP3K7,PAK1,ENAH",biological_process,T cell receptor signaling pathway,10,3,131,0.0934512325472,39.1560664373,iPSC
GO:0009987,"ENSG00000108039,ENSG00000136754,ENSG00000164024","XPNPEP1,ABI1,METAP1",biological_process,cellular process,10,3,32,0.0934512325472,39.1560664373,iPSC
GO:0002755,"ENSG00000118260,ENSG00000115966,ENSG00000135341","CREB1,ATF2,MAP3K7",biological_process,MyD88-dependent toll-like receptor signaling pathway,10,3,77,0.0934512325472,39.1560664373,iPSC
GO:0070979,"ENSG00000164162,ENSG00000077721,ENSG00000130177,ENSG00000141552,ENSG00000104343","ANAPC10,UBE2A,CDC16,ANAPC11,UBE2W",biological_process,protein K11-linked ubiquitination,18,5,26,0.0955843229946,40.0498313348,iPSC
GO:0009636,"ENSG00000151012,ENSG00000106853,ENSG00000137274,ENSG00000135679","SLC7A11,PTGR1,BPHL,MDM2",biological_process,response to toxin,14,4,81,0.0967286029696,40.5292846443,iPSC
GO:0006520,"ENSG00000137944,ENSG00000137274,ENSG00000064763,ENSG00000151552","CCBL2,BPHL,FAR2,QDPR",biological_process,cellular amino acid metabolic process,14,4,58,0.0967286029696,40.5292846443,iPSC
GO:0006184,"ENSG00000123595,ENSG00000157869,ENSG00000133703,ENSG00000155366,ENSG00000132698,ENSG00000198836,ENSG00000143622,ENSG00000035687,ENSG00000106268,ENSG00000152700,ENSG00000087460,ENSG00000164347,ENSG00000148824","RAB9A,RAB28,KRAS,RHOC,RAB25,OPA1,RIT1,ADSS,NUDT1,SAR1B,GNAS,GFM2,MTG1",biological_process,GTP catabolic process,54,13,269,0.10551040801,44.2088609562,iPSC
GO:0007059,"ENSG00000149636,ENSG00000166797,ENSG00000154839,ENSG00000138092,ENSG00000148335,ENSG00000142945,ENSG00000012048,ENSG00000182628,ENSG00000076382","DSN1,FAM96A,SKA1,CENPO,NTMT1,KIF2C,BRCA1,SKA2,SPAG5",biological_process,chromosome segregation,36,9,71,0.109008622467,45.6746128138,iPSC
GO:0043161,"ENSG00000258677,ENSG00000104343,ENSG00000049167,ENSG00000081154,ENSG00000197111,ENSG00000177565","RP11-463D19.2,UBE2W,ERCC8,PCNP,PCBP2,TBL1XR1",biological_process,proteasomal ubiquitin-dependent protein catabolic process,23,6,63,0.112768100895,47.2498342751,iPSC
GO:0031175,"ENSG00000104164,ENSG00000135441,ENSG00000168385,ENSG00000188428","BLOC1S6,BLOC1S1,SEPT2,BLOC1S5",biological_process,neuron projection development,15,4,91,0.124124083092,52.0079908154,iPSC
GO:0030308,"ENSG00000149547,ENSG00000141510,ENSG00000068745,ENSG00000110888","EI24,TP53,IP6K2,CAPRIN2",biological_process,negative regulation of cell growth,15,4,130,0.124124083092,52.0079908154,iPSC
GO:0030307,"ENSG00000169398,ENSG00000137845,ENSG00000123737,ENSG00000213066","PTK2,ADAM10,EXOSC9,FGFR1OP",biological_process,positive regulation of cell growth,15,4,71,0.124124083092,52.0079908154,iPSC
GO:0006950,"ENSG00000120694,ENSG00000198793,ENSG00000081870,ENSG00000110172,ENSG00000104814,ENSG00000100532,ENSG00000071054","HSPH1,MTOR,HSPB11,CHORDC1,MAP4K1,CGRRF1,MAP4K4",biological_process,response to stress,28,7,165,0.125969509797,52.7812246048,iPSC
GO:0043065,"ENSG00000003756,ENSG00000148737,ENSG00000114346,ENSG00000253729,ENSG00000165304,ENSG00000029363,ENSG00000141510,ENSG00000149311,ENSG00000068745","RBM5,TCF7L2,ECT2,PRKDC,MELK,BCLAF1,TP53,ATM,IP6K2",biological_process,positive regulation of apoptotic process,37,9,235,0.126073950611,52.8249853059,iPSC
GO:0006811,"ENSG00000168003,ENSG00000151012,ENSG00000111371","SLC3A2,SLC7A11,SLC38A1",biological_process,ion transport,11,3,307,0.126337592001,52.9354510486,iPSC
GO:0030512,"ENSG00000141510,ENSG00000082898,ENSG00000116750","TP53,XPO1,UCHL5",biological_process,negative regulation of transforming growth factor beta receptor signaling pathway,11,3,64,0.126337592001,52.9354510486,iPSC
GO:0009653,"ENSG00000158161,ENSG00000119314,ENSG00000076554","EYA3,PTBP3,TPD52",biological_process,anatomical structure morphogenesis,11,3,127,0.126337592001,52.9354510486,iPSC
GO:0070830,"ENSG00000132849,ENSG00000075711,ENSG00000114346","INADL,DLG1,ECT2",biological_process,tight junction assembly,11,3,33,0.126337592001,52.9354510486,iPSC
GO:0008360,"ENSG00000169398,ENSG00000138279,ENSG00000073712","PTK2,ANXA7,FERMT2",biological_process,regulation of cell shape,11,3,115,0.126337592001,52.9354510486,iPSC
GO:0005975,"ENSG00000121578,ENSG00000038427,ENSG00000213930,ENSG00000168003,ENSG00000113552,ENSG00000113569,ENSG00000109107,ENSG00000136243,ENSG00000163002,ENSG00000109586,ENSG00000072571,ENSG00000177830,ENSG00000131459,ENSG00000101901,ENSG00000094914,ENSG00000197713","B4GALT4,VCAN,GALT,SLC3A2,GNPDA1,NUP155,ALDOC,NUPL2,NUP35,GALNT7,HMMR,CHID1,GFPT2,ALG13,AAAS,RPE",biological_process,carbohydrate metabolic process,70,16,415,0.129663111162,54.3288435768,iPSC
GO:0008286,"ENSG00000198793,ENSG00000011405,ENSG00000063046,ENSG00000132670,ENSG00000173473,ENSG00000157500,ENSG00000133703","MTOR,PIK3C2A,EIF4B,PTPRA,SMARCC1,APPL1,KRAS",biological_process,insulin receptor signaling pathway,29,7,159,0.147498955663,61.8020624226,iPSC
GO:0006886,"ENSG00000184575,ENSG00000095139,ENSG00000214087,ENSG00000082898,ENSG00000152700,ENSG00000123595,ENSG00000198586,ENSG00000157869,ENSG00000133703,ENSG00000157823,ENSG00000258466,ENSG00000132698,ENSG00000250021,ENSG00000164144,ENSG00000143486,ENSG00000249915,ENSG00000089248,ENSG00000141198,ENSG00000136738,ENSG00000143622","XPOT,ARCN1,ARL16,XPO1,SAR1B,RAB9A,TLK1,RAB28,KRAS,AP3S2,RP11-1012A1.4,RAB25,C15orf38-AP3S2,ARFIP1,EIF2D,PDCD6,ERP29,TOM1L1,STAM,RIT1",biological_process,intracellular protein transport,91,20,342,0.150156137929,62.9154217922,iPSC
GO:0050900,"ENSG00000168003,ENSG00000151012,ENSG00000133703,ENSG00000115290","SLC3A2,SLC7A11,KRAS,GRB14",biological_process,leukocyte migration,16,4,124,0.154638365275,64.7934750502,iPSC
GO:0016055,"ENSG00000148737,ENSG00000166164,ENSG00000100281,ENSG00000127603","TCF7L2,BRD7,HMGXB4,MACF1",biological_process,Wnt receptor signaling pathway,16,4,171,0.154638365275,64.7934750502,iPSC
GO:0034329,"ENSG00000148484,ENSG00000072110,ENSG00000073712,ENSG00000132849","RSU1,ACTN1,FERMT2,INADL",biological_process,cell junction assembly,16,4,80,0.154638365275,64.7934750502,iPSC
GO:0034641,"ENSG00000196177,ENSG00000185627,ENSG00000129596,ENSG00000146733,ENSG00000155096,ENSG00000110801,ENSG00000041357,ENSG00000060982,ENSG00000116649,ENSG00000137944,ENSG00000130707,ENSG00000095261,ENSG00000164904,ENSG00000008311,ENSG00000128928,ENSG00000068878,ENSG00000151552","ACADSB,PSMD13,CDO1,PSPH,AZIN1,PSMD9,PSMA4,BCAT1,SRM,CCBL2,ASS1,PSMD5,ALDH7A1,AASS,IVD,PSME4,QDPR",biological_process,cellular nitrogen compound metabolic process,77,17,214,0.158760326494,66.5205768011,iPSC
GO:0006644,"ENSG00000137055,ENSG00000011405,ENSG00000087053,ENSG00000155189,ENSG00000119927,ENSG00000139624","PLAA,PIK3C2A,MTMR2,AGPAT5,GPAM,CERS5",biological_process,phospholipid metabolic process,25,6,260,0.15978047848,66.9480204829,iPSC
GO:0016925,"ENSG00000126261,ENSG00000033800,ENSG00000156831","UBA2,PIAS1,NSMCE2",biological_process,protein sumoylation,12,3,24,0.163271598169,68.4107996327,iPSC
GO:0045471,"ENSG00000129596,ENSG00000070501,ENSG00000113161","CDO1,POLB,HMGCR",biological_process,response to ethanol,12,3,81,0.163271598169,68.4107996327,iPSC
GO:0032088,"ENSG00000197372,ENSG00000106052,ENSG00000160310","ZNF675,TAX1BP1,PRMT2",biological_process,negative regulation of NF-kappaB transcription factor activity,12,3,66,0.163271598169,68.4107996327,iPSC
GO:0040008,"ENSG00000178028,ENSG00000112983,ENSG00000180008","DMAP1,BRD8,SOCS4",biological_process,regulation of growth,12,3,55,0.163271598169,68.4107996327,iPSC
GO:0006368,"ENSG00000196235,ENSG00000103363,ENSG00000136937,ENSG00000112592,ENSG00000213246,ENSG00000137947,ENSG00000114503,ENSG00000064995,ENSG00000144231","SUPT5H,TCEB2,NCBP1,TBP,SUPT4H1,GTF2B,NCBP2,TAF11,POLR2D",biological_process,transcription elongation from RNA polymerase II promoter,39,9,78,0.164216698147,68.8067965237,iPSC
GO:0050434,"ENSG00000196235,ENSG00000103363,ENSG00000136937,ENSG00000213246,ENSG00000048649,ENSG00000114503,ENSG00000144231","SUPT5H,TCEB2,NCBP1,SUPT4H1,RSF1,NCBP2,POLR2D",biological_process,positive regulation of viral transcription,30,7,56,0.17068159172,71.5155869305,iPSC
GO:0006139,"ENSG00000183696,ENSG00000112759,ENSG00000114956,ENSG00000165819,ENSG00000068784","UPP1,SLC29A1,DGUOK,METTL3,SRBD1",biological_process,nucleobase-containing compound metabolic process,21,5,74,0.173229929968,72.5833406564,iPSC
GO:0000226,"ENSG00000169398,ENSG00000149923,ENSG00000140463,ENSG00000141380,ENSG00000074054","PTK2,PPP4C,BBS4,SS18,CLASP1",biological_process,microtubule cytoskeleton organization,21,5,76,0.173229929968,72.5833406564,iPSC
GO:0042254,"ENSG00000108270,ENSG00000148824,ENSG00000089157,ENSG00000085721","AATF,MTG1,RPLP0,RRN3",biological_process,ribosome biogenesis,17,4,49,0.187870282023,78.7176481677,iPSC
GO:0019048,"ENSG00000175575,ENSG00000151657,ENSG00000082898,ENSG00000041357,ENSG00000075151,ENSG00000117335,ENSG00000077380,ENSG00000118260,ENSG00000112592,ENSG00000126581,ENSG00000135679,ENSG00000160752,ENSG00000065427,ENSG00000075711,ENSG00000137309,ENSG00000106682,ENSG00000171681,ENSG00000244509,ENSG00000089157,ENSG00000141510,ENSG00000055332,ENSG00000137947,ENSG00000156976","PAAF1,KIN,XPO1,PSMA4,EIF4G3,CD46,DYNC1I2,CREB1,TBP,BECN1,MDM2,FDPS,KARS,DLG1,HMGA1,EIF4H,ATF7IP,APOBEC3C,RPLP0,TP53,EIF2AK2,GTF2B,EIF4A2",biological_process,virus-host interaction,109,23,370,0.189624494911,79.4526633676,iPSC
GO:0006367,"ENSG00000124641,ENSG00000114126,ENSG00000112592,ENSG00000141027,ENSG00000197905,ENSG00000168214,ENSG00000137947,ENSG00000125686,ENSG00000064995,ENSG00000077809,ENSG00000144231","MED20,TFDP2,TBP,NCOR1,TEAD4,RBPJ,GTF2B,MED1,TAF11,GTF2I,POLR2D",biological_process,transcription initiation from RNA polymerase II promoter,50,11,204,0.193750157937,81.1813161756,iPSC
GO:0016044,"ENSG00000095139,ENSG00000138674,ENSG00000104164,ENSG00000105669,ENSG00000135441,ENSG00000152700,ENSG00000074319,ENSG00000136738","ARCN1,SEC31A,BLOC1S6,COPE,BLOC1S1,SAR1B,TSG101,STAM",biological_process,cellular membrane organization,36,8,100,0.202179244387,84.713103398,iPSC
GO:0070936,"ENSG00000077721,ENSG00000112130,ENSG00000177479","UBE2A,RNF8,ARIH2",biological_process,protein K48-linked ubiquitination,13,3,43,0.203493342918,85.2637106827,iPSC
GO:0045454,"ENSG00000100823,ENSG00000141759,ENSG00000198431,ENSG00000213593,ENSG00000166479","APEX1,TXNL4A,TXNRD1,TMX2,TMX3",biological_process,cell redox homeostasis,22,5,63,0.203538549193,85.2826521117,iPSC
GO:0042981,"ENSG00000135250,ENSG00000185627,ENSG00000114446,ENSG00000141510,ENSG00000095261,ENSG00000110801,ENSG00000041357,ENSG00000012048,ENSG00000072110,ENSG00000099968,ENSG00000157500,ENSG00000068878,ENSG00000134602,ENSG00000267228","SRPK2,PSMD13,IFT57,TP53,PSMD5,PSMD9,PSMA4,BRCA1,ACTN1,BCL2L13,APPL1,PSME4,MST4,IER3IP1",biological_process,regulation of apoptotic process,66,14,254,0.218359287983,91.4925416649,iPSC
GO:0016070,"ENSG00000140694,ENSG00000083845,ENSG00000082898,ENSG00000138326,ENSG00000041357,ENSG00000092208,ENSG00000075151,ENSG00000182973,ENSG00000125351,ENSG00000140988,ENSG00000182004,ENSG00000075914,ENSG00000122026,ENSG00000114503,ENSG00000136937,ENSG00000100320,ENSG00000118181,ENSG00000123737,ENSG00000185627,ENSG00000116455,ENSG00000095261,ENSG00000063046,ENSG00000125107,ENSG00000110801,ENSG00000205937,ENSG00000221914,ENSG00000156976,ENSG00000131469,ENSG00000089157,ENSG00000145425,ENSG00000138668,ENSG00000142252,ENSG00000107371,ENSG00000169062,ENSG00000068878,ENSG00000167272","PARN,RPS5,XPO1,RPS24,PSMA4,GEMIN2,EIF4G3,CNOT10,UPF3B,RPS2,SNRPE,EXOSC7,RPL21,NCBP2,NCBP1,RBFOX2,RPS25,EXOSC9,PSMD13,WDR77,PSMD5,EIF4B,CNOT1,PSMD9,RNPS1,PPP2R2A,EIF4A2,RPL27,RPLP0,RPS3A,HNRNPD,GEMIN7,EXOSC3,UPF3A,PSME4,POP5",biological_process,RNA metabolic process,178,36,324,0.223225011095,93.5312796489,iPSC
GO:0010827,"ENSG00000163002,ENSG00000113569,ENSG00000094914,ENSG00000136243","NUP35,NUP155,AAAS,NUPL2",biological_process,regulation of glucose transport,18,4,32,0.223364881647,93.58988541,iPSC
GO:0000722,"ENSG00000163029,ENSG00000132383,ENSG00000156831,ENSG00000049541","SMC6,RPA1,NSMCE2,RFC2",biological_process,telomere maintenance via recombination,18,4,26,0.223364881647,93.58988541,iPSC
GO:0006370,"ENSG00000196235,ENSG00000144231,ENSG00000136937,ENSG00000114503,ENSG00000101654","SUPT5H,POLR2D,NCBP1,NCBP2,RNMT",biological_process,7-methylguanosine mRNA capping,23,5,37,0.235575178002,98.705999583,iPSC
GO:0007268,"ENSG00000118260,ENSG00000101557,ENSG00000111371,ENSG00000075711,ENSG00000135679","CREB1,USP14,SLC38A1,DLG1,MDM2",biological_process,synaptic transmission,23,5,409,0.235575178002,98.705999583,iPSC
GO:0030168,"ENSG00000116266,ENSG00000128595,ENSG00000188313,ENSG00000169398,ENSG00000072110","STXBP3,CALU,PLSCR1,PTK2,ACTN1",biological_process,platelet activation,23,5,218,0.235575178002,98.705999583,iPSC
GO:0043928,"ENSG00000075914,ENSG00000107371,ENSG00000123737","EXOSC7,EXOSC3,EXOSC9",biological_process,exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay,14,3,32,0.246199238896,103.157481097,iPSC
GO:0006261,"ENSG00000070501,ENSG00000132383,ENSG00000129197","POLB,RPA1,RPAIN",biological_process,DNA-dependent DNA replication,14,3,22,0.246199238896,103.157481097,iPSC
GO:0006888,"ENSG00000086827,ENSG00000138674,ENSG00000152700","ZW10,SEC31A,SAR1B",biological_process,ER to Golgi vesicle-mediated transport,14,3,48,0.246199238896,103.157481097,iPSC
GO:0006955,"ENSG00000140262,ENSG00000123737,ENSG00000109861","TCF12,EXOSC9,CTSC",biological_process,immune response,14,3,561,0.246199238896,103.157481097,iPSC
GO:0006928,"ENSG00000122786,ENSG00000140416,ENSG00000165209,ENSG00000136754,ENSG00000127603","CALD1,TPM1,STRBP,ABI1,MACF1",biological_process,cellular component movement,24,5,108,0.269009833557,112.71512026,iPSC
GO:0055085,"ENSG00000103415,ENSG00000112759,ENSG00000111371,ENSG00000136243,ENSG00000108946,ENSG00000168003,ENSG00000151012,ENSG00000113569,ENSG00000013306,ENSG00000163002,ENSG00000119688,ENSG00000087460,ENSG00000183605,ENSG00000094914,ENSG00000162735","HMOX2,SLC29A1,SLC38A1,NUPL2,PRKAR1A,SLC3A2,SLC7A11,NUP155,SLC25A39,NUP35,ABCD4,GNAS,SFXN4,AAAS,PEX19",biological_process,transmembrane transport,74,15,723,0.27393337736,114.778085114,iPSC
GO:0007409,"ENSG00000118260,ENSG00000133961,ENSG00000106278","CREB1,NUMB,PTPRZ1",biological_process,axonogenesis,15,3,107,0.29059020464,121.757295744,iPSC
GO:0006892,"ENSG00000116521,ENSG00000104164,ENSG00000135441","SCAMP3,BLOC1S6,BLOC1S1",biological_process,post-Golgi vesicle-mediated transport,15,3,40,0.29059020464,121.757295744,iPSC
GO:0016477,"ENSG00000078618,ENSG00000077254,ENSG00000119185","NRD1,USP33,ITGB1BP1",biological_process,cell migration,15,3,140,0.29059020464,121.757295744,iPSC
GO:0006986,"ENSG00000120694,ENSG00000113194,ENSG00000050130","HSPH1,FAF2,JKAMP",biological_process,response to unfolded protein,15,3,69,0.29059020464,121.757295744,iPSC
GO:0030163,"ENSG00000136758,ENSG00000198793,ENSG00000135679","YME1L1,MTOR,MDM2",biological_process,protein catabolic process,15,3,45,0.29059020464,121.757295744,iPSC
GO:0016071,"ENSG00000140694,ENSG00000083845,ENSG00000082898,ENSG00000110801,ENSG00000197111,ENSG00000125351,ENSG00000140988,ENSG00000075914,ENSG00000122026,ENSG00000114503,ENSG00000136937,ENSG00000169062,ENSG00000118181,ENSG00000123737,ENSG00000185627,ENSG00000095261,ENSG00000063046,ENSG00000125107,ENSG00000138326,ENSG00000205937,ENSG00000221914,ENSG00000156976,ENSG00000041357,ENSG00000131469,ENSG00000089157,ENSG00000145425,ENSG00000138668,ENSG00000107371,ENSG00000182973,ENSG00000068878","PARN,RPS5,XPO1,PSMD9,PCBP2,UPF3B,RPS2,EXOSC7,RPL21,NCBP2,NCBP1,UPF3A,RPS25,EXOSC9,PSMD13,PSMD5,EIF4B,CNOT1,RPS24,RNPS1,PPP2R2A,EIF4A2,PSMA4,RPL27,RPLP0,RPS3A,HNRNPD,EXOSC3,CNOT10,PSME4",biological_process,mRNA metabolic process,153,30,282,0.298701313611,125.155850403,iPSC
